Star_ID,ID,Label,X,Y,Z,Luminosity,colorb_v,absmag,appmag,texnum,Distance (light-years),dcalc,plx,plxerr,vx,vy,vz,speed,hipnum,created_at,updated_at,constellation_id,constellation_name,constellation_galaxy
79729,79729,HIP30060 HD43378 Gli 2Lyn,-39.3245,17.8435,14.9677,27.15848,0.071,1.14,4.44,1,148.99,1,21.88,4.34,6.794,2.568,-0.556,7.285,30060,53:27.3,53:27.3,83,lynx,Lyn
132025,132025,HIP91926 HD173607 Gli Eps2 Lyr,16.8963,43.5497,15.3317,27.37146,0.217,1.13,4.59,1,160.28,1,20.34,3.79,-22.508,-27.731,-8.393,36.689,91926,01:43.4,01:43.4,84,harp,Lyr
131477,131477,HIP91262 HD172167 Gli Alp Lyr  Vega,2.8086,6.763,2.5555,45.42471,0.021,0.58,0.03,1,25.29,1,128.93,0.43,-17.157,-10.722,-9.782,22.473,91262,01:38.2,01:38.2,84,harp,Lyr
132064,132064,HIP91971 HD173648 Gli Zet1 Lyr,17.6695,41.3336,14.0723,31.63006,-0.63,0.97,4.34,1,153.56,1,21.23,2.54,-16.948,-20.581,-12.471,29.434,91971,01:43.7,01:43.7,84,harp,Lyr
132439,132439,HIP92420 HD174638 Gli Bet Lyr  Sheliak,117.8755,233.228,68.9645,2216.13672,0.217,-3.64,3.52,1,881.08,1,3.7,14.05,-2.623,-14.438,-7.165,16.33,92420,01:47.2,01:47.2,84,harp,Lyr
133091,133091,HIP93194 HD176437 Gli Gam Lyr  Sulafat,85.1857,169.5079,43.1413,1472.56262,-0.005,-3.2,3.25,1,634.24,1,5.14,9.92,-10.381,-20.056,-2.084,22.679,93194,01:53.3,01:53.3,84,harp,Lyr
132741,132741,HIP92791 HD175588 Gli Del2 Lyr,104.1305,244.4338,72.7964,1208.3335,1.677,-2.98,4.22,1,898.07,1,3.63,15.43,-12.035,-27.923,1.825,30.461,92791,01:50.1,01:50.1,84,harp,Lyr
74184,74184,HIP23467 HD33285 Gli Bet Men,35.9933,-158.7676,-110.668,228.17735,0.82,-1.17,5.3,1,641.73,1,5.08,9.84,-5.025,19.416,9.138,22.039,23467,52:33.7,52:33.7,85,table,Men
73661,73661,HIP22871 HD32440 Gli Eta Men,53.5488,-173.9075,-120.6704,240.03203,1.189,-1.23,5.47,1,711.79,1,4.58,10.26,-23.196,12.485,41.466,49.126,22871,52:28.9,52:28.9,85,table,Men
76242,76242,HIP25918 HD37763 Gli Gam Men,8.1365,-25.1566,-15.8676,6.25326,1.086,2.73,5.18,1,100.52,1,32.43,3.98,-2.018,-25.117,9.101,26.791,25918,52:55.0,52:55.0,85,table,Men
79042,79042,HIP29271 HD43834 Gli Alp Men,2.4149,-8.5586,-4.8892,0.74263,0.706,5.05,5.08,1,33.08,1,98.54,0.46,12.869,-41.341,-16.9,46.479,29271,53:21.2,53:21.2,85,table,Men
141156,141156,HIP102831 HD198232 Gli Alp Mic,90.2596,15.721,-72.2613,116.96029,0.82,-0.45,4.89,1,380.4,1,8.57,9.33,-4.653,-5.828,0.598,7.481,102831,03:21.8,03:21.8,86,microscope,Mic
141947,141947,HIP103738 HD199951 Gli Gam Mic,51.0335,11.1671,-44.3692,49.41848,0.82,0.49,4.67,1,223.44,1,14.59,5.41,13.904,2.89,-11.17,18.068,103738,03:29.5,03:29.5,86,microscope,Mic
143152,143152,HIP105140 HD202627 Gli Eps Mic,35.5577,8.3413,-35.031,25.96726,0.021,1.19,4.71,1,164.98,1,19.76,4.45,-0.669,-0.825,-18.375,18.406,105140,03:41.8,03:41.8,86,microscope,Mic
143353,143353,HIP105382 HD203006 Gli The1 Mic,40.4555,0.8382,-40.3942,30.50846,0.071,1.01,4.8,1,186.39,1,17.49,5.09,-16.452,1.47,-13.476,21.318,105382,03:43.8,03:43.8,86,microscope,Mic
80667,80667,HIP31216 HD46300 Gli 13Mon,-443.6678,-200.293,-6.3789,2997.41382,0.021,-3.97,4.47,1,1587.05,2,2.16,39.81,-18.566,-13.738,-13.185,26.594,31216,53:35.6,53:35.6,87,Upper part,Mon
80038,80038,HIP30422 HD44770 Gli,-28.0111,-13.4645,-2.1896,1.54557,0.396,4.25,6.72,1,101.57,2,41.09,24.68,-15.87,-10.578,-1.582,19.137,30422,53:30.1,53:30.1,87,Upper part,Mon
81813,81813,HIP32578 HD49293 Gli 18Mon,-98.7073,-57.8587,0.6085,164.05035,0.902,-0.81,4.48,1,373,1,8.74,10.41,-14.065,-9.545,-8.57,19.036,32578,53:46.3,53:46.3,87,Upper part,Mon
83549,83549,HIP34724 HD55057 Gli 21Mon,-65.0136,-46.3404,6.0046,33.1799,0.317,0.92,5.44,1,261.01,1,12.49,6,-29.132,-17.519,-8.069,34.938,34724,54:02.2,54:02.2,87,Upper part,Mon
85765,85765,HIP37447 HD61935 Gli Alp Mon,-29.8638,-32.2343,5.024,40.30871,0.902,0.71,3.94,1,144.18,1,22.61,3.54,-14.563,-7.782,-13.663,21.432,37447,54:22.8,54:22.8,87,Upper part,Mon
87763,87763,HIP39863 HD67594 Gli Zet Mon,-335.2253,-331.9891,132.2268,3360.08203,0.603,-4.09,4.36,1,1597.32,2,1.76,50,-42.516,-22.48,-26.464,54.894,39863,54:40.9,54:40.9,87,Upper part,Mon
83549,83549,HIP34724 HD55057 Gli 21Mon,-65.0136,-46.3404,6.0046,33.1799,0.317,0.92,5.44,1,261.01,1,12.49,6,-29.132,-17.519,-8.069,34.938,34724,54:02.2,54:02.2,88,lower part,Mon
80393,80393,HIP30867 HD45725 Gli,-151.0906,-112.4605,-27.1876,880.82025,-0.167,-2.64,3.76,1,620.38,2,4.72,23.31,-20.683,-15.189,-10.913,27.886,30867,53:33.2,53:33.2,88,lower part,Mon
79366,79366,HIP29651 HD43232 Gli Gam Mon,-160.0729,-109.6227,-37.637,768.5976,1.038,-2.49,3.99,1,644.27,1,5.06,17.79,-0.891,-11.324,-12.609,16.971,29651,53:24.1,53:24.1,88,lower part,Mon
108116,108116,HIP63613 HD112985 Gli Del Mus,15.3125,-22.8754,-4.2099,21.65555,0.991,1.39,3.61,1,90.78,1,35.91,2.03,51.588,-13.194,-8.105,53.862,63613,58:01.8,58:01.8,89,long part,Mus
106399,106399,HIP61585 HD109668 Gli Alp Mus,48.8888,-79.2952,-10.2828,572.36243,-0.196,-2.17,2.69,1,305.53,1,10.67,4.5,-5.63,-25.225,-4.086,26.166,61585,57:46.6,57:46.6,89,long part,Mus
104971,104971,HIP59929 HD106849 Gli Eps Mus,45.7517,-80.0442,-8.5499,158.18033,1.748,-0.77,4.06,1,301.85,1,10.8,4.44,-80.484,-65.966,-17.578,105.537,59929,57:34.0,57:34.0,89,long part,Mus
102788,102788,HIP57363 HD102249 Gli Lam Mus,17.4844,-35.0933,-3.2129,42.42764,0.192,0.66,3.63,1,128.25,1,25.42,2.12,-12.444,-17.297,-4.435,21.765,57363,57:14.6,57:14.6,89,long part,Mus
107033,107033,HIP62322 HD110879 Gli Bet Mus,50.9833,-80.1853,-8.7164,429.81097,-0.196,-1.86,3.04,1,311.07,1,10.48,6.2,9.639,-49.951,-5.629,51.183,62322,57:52.3,57:52.3,90,short part,Mus
106399,106399,HIP61585 HD109668 Gli Alp Mus,48.8888,-79.2952,-10.2828,572.36243,-0.196,-2.17,2.69,1,305.53,1,10.67,4.5,-5.63,-25.225,-4.086,26.166,61585,57:46.6,57:46.6,90,short part,Mus
106061,106061,HIP61199 HD109026 Gli Gam Mus,51.1421,-83.5916,-16.0744,222.81332,-0.11,-1.14,3.84,1,323.73,1,10.07,5.16,-18.299,-16.574,-2.983,24.869,61199,57:43.6,57:43.6,90,short part,Mus
122523,122523,HIP80582 HD147971 Gli Eps Nor,111.9374,-49.8386,2.0964,191.69891,-0.138,-0.98,4.46,1,399.51,1,8.16,12.01,-4.885,-7.516,2.76,9.379,80582,00:15.9,00:15.9,91,level,Nor
122004,122004,HIP80000 HD146686 Gli Gam2 Nor,34.9251,-17.5643,0.0068,29.52561,0.82,1.05,4.01,1,127.44,1,25.58,3.36,-28.733,-12.299,18.778,36.462,80000,00:11.2,00:11.2,91,level,Nor
120838,120838,HIP78639 HD143546 Gli Eta Nor,58.9056,-31.3652,2.9379,47.81413,0.82,0.53,4.65,1,217.77,1,14.97,5.08,2.322,10.974,-8.087,13.828,78639,59:59.1,59:59.1,91,level,Nor
114042,114042,HIP70638 HD124882 Gli Del Oct,46.4398,-64.6804,-31.0633,107.06026,0.991,-0.35,4.31,1,278.63,1,11.7,4.19,-21.174,-33.468,10.391,40.944,70638,58:57.9,58:57.9,92,octant,Oct
149356,149356,HIP112405 HD214846 Gli Bet Oct,22.0434,-27.8601,-24.3108,32.05542,0.241,0.96,4.13,1,140.34,1,23.23,2.15,22.142,-12.561,-8.304,26.777,112405,04:47.0,04:47.0,92,octant,Oct
144815,144815,HIP107089 HD205478 Gli Nu Oct,12.0854,-12.389,-12.2041,11.21368,0.902,2.1,3.73,1,69.04,1,47.22,6.14,27.944,-37.445,-37.22,59.735,107089,04:00.4,04:00.4,92,octant,Oct
126239,126239,HIP84970 HD157056 Gli The Oph,171.5777,1.3909,19.7087,1139.31274,-0.196,-2.92,3.27,1,563.04,1,5.79,11.92,14.536,-12.839,1.835,19.481,84970,00:49.9,00:49.9,93,main body,Oph
126546,126546,HIP85340 HD157792 Gli 44Oph,25.5065,0.7608,2.766,11.08568,0.095,2.11,4.16,1,83.68,1,38.96,2.23,-24.936,-7.52,-6.934,26.952,85340,00:52.6,00:52.6,93,main body,Oph
126179,126179,HIP84893 HD156897 Gli Xi Oph,17.1536,1.0762,2.6954,4.12066,0.317,3.19,4.39,1,56.72,1,57.48,1.62,9.597,4.76,-22.544,24.959,84893,00:49.3,00:49.3,93,main body,Oph
125436,125436,HIP84012 HD155125 Gli Eta Oph  Sabik,24.8541,2.929,6.2434,55.08183,0.083,0.37,2.43,1,84.09,1,38.77,2.22,-12.76,7.548,-3.098,15.146,84012,00:42.6,00:42.6,93,main body,Oph
123203,123203,HIP81377 HD149757 Gli Zet Oph,127.9419,14.0822,56.2015,1475.84265,-0.273,-3.2,2.54,1,457.87,1,7.12,9.97,-21.797,11.872,-9.654,26.632,81377,00:22.0,00:22.0,93,main body,Oph
121903,121903,HIP79882 HD146791 Gli Eps Oph  Yed Posterior,27.9924,4.2163,16.8818,43.04957,0.82,0.64,3.23,1,107.45,1,30.34,2.6,-10.293,9.763,-14.733,20.453,79882,00:10.3,00:10.3,93,main body,Oph
121653,121653,HIP79593 HD146051 Gli Del Oph  Yed Prior,43.6411,6.7898,27.8095,171.08383,1.478,-0.86,2.73,1,170.15,1,19.16,5.32,11.761,-25.362,-0.95,27.973,79593,00:07.8,00:07.8,93,main body,Oph
122786,122786,HIP80883 HD148857 Gli Lam Oph  Marfik,41.3564,12.741,26.8784,59.72545,0.071,0.28,3.82,1,166.07,1,19.63,6.83,1.356,-15.388,-2.065,15.585,80883,00:18.2,00:18.2,93,main body,Oph
124572,124572,HIP83000 HD153210 Gli Kap Oph,20.1586,10.884,12.9636,28.48796,0.991,1.09,3.19,1,85.81,1,37.99,1.97,-48.208,-45.589,1.899,66.377,83000,00:34.6,00:34.6,93,main body,Oph
127135,127135,HIP86032 HD159561 Gli Alp Oph  Ras Alhague,10.7111,7.7519,5.4953,23.43104,0.144,1.3,2.08,1,46.68,1,69.84,1.26,25.015,8.45,-2.45,26.517,86032,00:58.0,00:58.0,93,main body,Oph
127744,127744,HIP86742 HD161096 Gli Bet Oph  Cheleb,20.9607,11.7208,7.4299,38.6074,0.991,0.76,2.76,1,81.95,1,39.78,1.89,-28.984,-4.271,2.91,29.441,86742,01:04.0,01:04.0,93,main body,Oph
127744,127744,HIP86742 HD161096 Gli Bet Oph  Cheleb,20.9607,11.7208,7.4299,38.6074,0.991,0.76,2.76,1,81.95,1,39.78,1.89,-28.984,-4.271,2.91,29.441,86742,01:04.0,01:04.0,94,arm,Oph
128053,128053,HIP87108 HD161868 Gli Gam Oph,24.7323,13.1591,7.6957,20.71945,0.021,1.43,3.75,1,94.71,1,34.42,2.88,4.167,-7.182,-0.57,8.323,87108,01:06.8,01:06.8,94,arm,Oph
128817,128817,HIP88048 HD163917 Gli Nu Oph,44.174,14.4965,5.6876,80.02105,0.902,-0.03,3.32,1,152.69,1,21.35,3.7,36.968,-4.683,-2.161,37.326,88048,01:13.8,01:13.8,94,arm,Oph
77982,77982,HIP27989 HD39801 Gli Alp Ori  Betelgeuse,-104.9264,-37.7492,-17.5786,6535.67285,1.542,-4.81,0.45,1,368.01,2,7.63,21.49,-17.315,-9.807,12.338,23.414,27989,53:11.4,53:11.4,95,Body and club,Ori
76487,76487,HIP26207 HD36861 Gli Lam Ori  Meissa,-305.6981,-82.2078,-67.2567,3581.64966,-0.63,-4.16,3.39,1,1055.02,1,3.09,25.24,-34.019,-10.284,-10.134,36.956,26207,52:57.4,52:57.4,95,Body and club,Ori
75759,75759,HIP25336 HD35468 Gli Gam Ori  Bellatrix,-68.5417,-20.8608,-20.4804,951.68884,-0.196,-2.72,1.64,1,242.92,1,13.42,7.3,-18.442,-7.148,-10.361,22.328,25336,52:49.0,52:49.0,95,Body and club,Ori
76249,76249,HIP25930 HD36486 Gli Del Ori  Mintaka,-203.7249,-90.0905,-71.2596,5345.2998,-0.273,-4.59,2.25,1,762.44,2,3.56,23.31,-18.009,-8.521,-4.4,20.403,25930,52:55.1,52:55.1,95,Body and club,Ori
75710,75710,HIP25281 HD35411 Gli Eta Ori,-205.6436,-95.3066,-84.2533,2074.63892,-0.226,-3.57,3.35,1,788.3,2,3.62,24.31,-17.864,-10.482,-9.569,22.816,25281,52:48.6,52:48.6,95,Body and club,Ori
75010,75010,HIP24436 HD34085 Gli Bet Ori  Rigel,-187.0224,-104.6993,-101.0643,36929.65234,-0.03,-6.69,0.18,1,772.51,1,4.22,19.19,-16.769,-10.908,-7.486,21.359,24436,52:41.8,52:41.8,95,Body and club,Ori
77462,77462,HIP27366 HD38771 Gli Kap Ori  Saiph,-172.8811,-118.881,-70.1863,5645.76953,-0.242,-4.65,2.07,1,721.24,1,4.52,17.04,-16.62,-13.207,-5.879,22.027,27366,53:06.5,53:06.5,95,Body and club,Ori
76923,76923,HIP26727 HD37742 Gli,-215.0528,-106.9968,-71.5379,9818.70508,-0.273,-5.26,1.74,1,817.04,1,3.99,19.8,-10.695,-5.724,1.907,12.279,26727,53:01.4,53:01.4,95,Body and club,Ori
78500,78500,HIP28614 HD40932 Gli Mu Ori,-43.8139,-14.816,-5.1163,37.80309,-0.63,0.78,4.12,1,151.7,1,21.49,3.82,-43.523,-22.315,-5.677,49.239,28614,53:16.1,53:16.1,95,Body and club,Ori
79170,79170,HIP29426 HD42560 Gli Xi Ori,-187.0737,-52.9622,-7.0092,487.61142,-0.167,-2,4.45,1,634.24,1,5.14,15.18,-26.55,-20.499,-9.668,34.908,29426,53:22.3,53:22.3,95,Body and club,Ori
78563,78563,HIP28691 HD41040 Gli 64Ori,-239.7359,-42.3933,-4.9945,404.59595,-0.03,-1.79,5.14,1,793.83,2,3.05,31.48,-21.809,-26.957,-0.083,34.674,28691,53:16.6,53:16.6,95,Body and club,Ori
77914,77914,HIP27913 HD39587 Gli Chi1 Ori,-8.5593,-1.2728,-0.4129,1.02179,0.54,4.7,4.39,1,28.24,1,115.43,0.94,11.074,2.164,-7.108,13.336,27913,53:10.8,53:10.8,95,Body and club,Ori
78857,78857,HIP29038 HD41753 Gli Nu Ori,-158.3124,-41.8465,-7.7823,355.91013,-0.167,-1.65,4.42,1,534.43,1,6.1,14.43,-30.117,-21.997,-4.675,37.586,29038,53:19.4,53:19.4,95,Body and club,Ori
76923,76923,HIP26727 HD37742 Gli,-215.0528,-106.9968,-71.5379,9818.70508,-0.273,-5.26,1.74,1,817.04,1,3.99,19.8,-10.695,-5.724,1.907,12.279,26727,53:01.4,53:01.4,96,belt,Ori
76564,76564,HIP26311 HD37128 Gli Eps Ori  Alnilam,-550.8742,-259.3621,-188.962,66526.40625,-0.257,-7.33,1.69,1,2078.33,2,2.43,37.45,-25.25,-16.521,-6.151,30.795,26311,52:58.2,52:58.2,96,belt,Ori
76249,76249,HIP25930 HD36486 Gli Del Ori  Mintaka,-203.7249,-90.0905,-71.2596,5345.2998,-0.273,-4.59,2.25,1,762.44,2,3.56,23.31,-18.009,-8.521,-4.4,20.403,25930,52:55.1,52:55.1,96,belt,Ori
75759,75759,HIP25336 HD35468 Gli Gam Ori  Bellatrix,-68.5417,-20.8608,-20.4804,951.68884,-0.196,-2.72,1.64,1,242.92,1,13.42,7.3,-18.442,-7.148,-10.361,22.328,25336,52:49.0,52:49.0,97,arm to shield,Ori
73300,73300,HIP22449 HD30652 Gli Pi3 Ori,-7.2371,-1.466,-3.1443,2.64828,0.423,3.67,3.19,1,26.16,1,124.6,0.76,-26.07,-15.135,4.394,30.464,22449,52:25.7,52:25.7,97,arm to shield,Ori
73639,73639,HIP22845 HD31295 Gli Pi1 Ori,-34.2352,-5.6342,-12.802,14.79063,0.021,1.8,4.64,1,120.56,1,27.04,3.48,-20.949,-22.347,-13.152,33.334,22845,52:28.7,52:28.7,98,shield,Ori
73355,73355,HIP22509 HD30739 Gli Pi2 Ori,-54.3168,-9.4042,-22.0799,49.80993,0.046,0.48,4.35,1,193.59,1,16.84,7.6,-24.194,-9.854,-14.611,29.932,22509,52:26.2,52:26.2,98,shield,Ori
73300,73300,HIP22449 HD30652 Gli Pi3 Ori,-7.2371,-1.466,-3.1443,2.64828,0.423,3.67,3.19,1,26.16,1,124.6,0.76,-26.07,-15.135,4.394,30.464,22449,52:25.7,52:25.7,98,shield,Ori
73388,73388,HIP22549 HD30836 Gli Pi4 Ori,-345.0965,-78.9757,-154.0933,3903.01807,-0.196,-4.25,3.68,1,1258.69,1,2.59,30.89,-19.315,0.581,-13.503,23.574,22549,52:26.4,52:26.4,98,shield,Ori
73596,73596,HIP22797 HD31237 Gli Pi5 Ori,-359.3005,-104.8413,-171.0622,4313.0791,-0.196,-4.36,3.71,1,1341.56,1,2.43,38.27,-22.034,-7.684,-7.784,24.6,22797,52:28.4,52:28.4,98,shield,Ori
73881,73881,HIP23123 HD31767 Gli Pi6 Ori,-235.1035,-74.3904,-109.8879,921.77704,0.991,-2.69,4.47,1,880.1,2,3.42,25.15,-15.159,-10.384,-13.974,23.084,23123,52:30.9,52:30.9,98,shield,Ori
139371,139371,HIP100751 HD193924 Gli Alp Pav  The peacock star,43.3847,-15.0196,-32.3782,410.35529,-0.196,-1.81,1.94,1,183.15,1,17.8,3.93,15.778,-12.686,-15.532,25.517,100751,02:59.8,02:59.8,99,peacock,Pav
140785,140785,HIP102395 HD197051 Gli Bet Pav,29.233,-17.5911,-24.7957,59.17482,0.144,0.29,3.42,1,137.49,1,23.71,2.66,10.996,-3.574,2.049,11.743,102395,03:16.5,03:16.5,99,peacock,Pav
137548,137548,HIP98495 HD188228 Gli Eps Pav,22.0088,-17.1831,-16.7124,21.22633,0.021,1.41,3.97,1,106.09,1,30.73,1.79,4.94,-9.957,-20.167,23.027,98495,02:41.4,02:41.4,99,peacock,Pav
131908,131908,HIP91792 HD171759 Gli Zet Pav,46.8601,-34.6957,-27.1284,79.89858,0.991,-0.03,4.01,1,209.65,1,15.55,3.54,18.084,-23.015,-15.263,33.011,91792,01:42.3,01:42.3,99,peacock,Pav
127899,127899,HIP86929 HD160635 Gli Eta Pav,92.2855,-56.7721,-34.6834,361.42838,0.946,-1.67,3.61,1,370.88,1,8.79,7.39,14.329,-19.154,-4.535,24.347,86929,01:05.4,01:05.4,99,peacock,Pav
129479,129479,HIP88866 HD165040 Gli Pi Pav,34.8144,-19.707,-14.2367,25.94288,-0.63,1.19,4.33,1,138.43,1,23.55,3.01,15.221,-17.464,-15.16,27.686,88866,01:20.0,01:20.0,99,peacock,Pav
130518,130518,HIP90098 HD168339 Gli Xi Pav,107.8915,-54.2992,-44.9162,234.57225,1.478,-1.2,4.35,1,420.1,1,7.76,9.92,9.846,-4.555,-4.272,11.66,90098,01:29.7,01:29.7,99,peacock,Pav
132591,132591,HIP92609 HD173948 Gli Lam Pav,315.4746,-156.5278,-155.8665,2361.55762,-0.196,-3.71,4.22,1,1255.5,2,1.8,37.22,25.117,-19.695,-12.715,34.357,92609,01:48.7,01:48.7,99,peacock,Pav
138143,138143,HIP99240 HD190248 Gli Del Pav,4.4549,-2.5959,-3.2739,1.10089,0.706,4.62,3.55,1,19.91,1,163.73,0.4,-13.77,-4.113,-35.169,37.992,99240,02:47.4,02:47.4,99,peacock,Pav
143762,143762,HIP105858 HD203608 Gli Gam Pav,5.9719,-3.7093,-5.9601,1.36502,0.423,4.39,4.21,1,30.05,1,108.5,0.54,-42.808,32.995,37.118,65.566,105858,03:48.7,03:48.7,99,peacock,Pav
54385,54385,HIP677 HD358 Gli Alp And  Alpheratz,-9.2585,23.2275,-16.141,102.16956,-0.005,-0.3,2.07,1,97.02,1,33.6,2.17,-9.351,-17.539,-19.974,28.178,677,49:15.4,49:15.4,100,great square,Peg
54730,54730,HIP1067 HD886 Gli Gam Peg  Algenib,-23.3151,66.0805,-74.3195,597.63312,-0.196,-2.22,2.83,1,332.99,1,9.79,8.27,-1.747,0.218,-6.179,6.425,1067,49:18.6,49:18.6,100,great square,Peg
150664,150664,HIP113963 HD218045 Gli Alp Peg  Markab,0.9791,32.5947,-27.7339,143.56691,0.008,-0.67,2.49,1,139.55,1,23.36,3.25,-7.288,-5.59,-11.634,14.823,113963,04:59.5,04:59.5,100,great square,Peg
150594,150594,HIP113881 HD217906 Gli Bet Peg  Scheat,-5.3484,53.1365,-29.6576,306.12766,1.542,-1.49,2.44,1,199.14,1,16.37,4.4,-64.366,-14.092,10.372,66.702,113881,04:58.9,04:58.9,100,great square,Peg
145039,145039,HIP107354 HD206901 Gli Kap Peg,6.633,32.3422,-12.4528,21.34029,0.396,1.4,4.14,1,115.03,1,28.34,3.11,-7.642,-1.87,-3.131,8.467,107354,04:02.9,04:02.9,101,wings,Peg
146594,146594,HIP109176 HD210027 Gli Iot Peg,1.4437,10.6207,-4.8301,3.33081,0.396,3.42,3.77,1,38.33,1,85.06,0.83,-15.013,-7.978,-6.341,18.145,109176,04:19.4,04:19.4,101,wings,Peg
149156,149156,HIP112158 HD215182 Gli Eta Peg  Matar,-2.6007,59.6701,-27.7918,226.70256,0.603,-1.16,2.93,1,214.76,1,15.18,5.2,0.016,4.236,-11.181,11.956,112158,04:45.0,04:45.0,101,wings,Peg
150594,150594,HIP113881 HD217906 Gli Bet Peg  Scheat,-5.3484,53.1365,-29.6576,306.12766,1.542,-1.49,2.44,1,199.14,1,16.37,4.4,-64.366,-14.092,10.372,66.702,113881,04:58.9,04:58.9,101,wings,Peg
149640,149640,HIP112748 HD216131 Gli Mu Peg  Sadalbari,-0.3652,30.807,-18.1898,39.19551,1.542,0.74,3.51,1,116.64,1,27.95,2.75,-18.078,6.233,-25.248,31.672,112748,04:49.8,04:49.8,101,wings,Peg
149385,149385,HIP112440 HD215665 Gli Lam Peg,1.3441,103.7473,-62.3819,293.7919,0.82,-1.45,3.97,1,394.67,1,8.26,8.47,-25.576,-11.715,-18.82,33.847,112440,04:47.2,04:47.2,101,wings,Peg
145036,145036,HIP107348 HD206859 Gli 9Peg,106.3792,326.951,-171.4613,2104.37402,0.706,-3.58,4.34,1,1252.5,2,3.62,20.44,-4.749,-19.554,-14.333,24.706,107348,04:02.9,04:02.9,101,wings,Peg
143458,143458,HIP105502 HD203504 Gli 1Peg,15.0401,41.4348,-16.8536,40.3402,0.946,0.71,4.08,1,153.85,1,21.19,4.11,-52.247,-71.39,21.138,90.957,105502,03:44.9,03:44.9,101,wings,Peg
150664,150664,HIP113963 HD218045 Gli Alp Peg  Markab,0.9791,32.5947,-27.7339,143.56691,0.008,-0.67,2.49,1,139.55,1,23.36,3.25,-7.288,-5.59,-11.634,14.823,113963,04:59.5,04:59.5,102,lower leg,Peg
149391,149391,HIP112447 HD215648 Gli Xi Peg,1.8772,12.2319,-10.5312,4.28238,0.451,3.15,4.2,1,52.97,1,61.54,1.25,2.481,-7.801,-39.876,40.708,112447,04:47.3,04:47.3,102,lower leg,Peg
149043,149043,HIP112029 HD214923 Gli Zet Peg  Homam,9.3722,47.5877,-41.662,137.25446,-0.017,-0.62,3.41,1,208.44,1,15.64,4.8,-17.606,-1.583,-18.358,25.485,112029,04:44.1,04:44.1,102,lower leg,Peg
146805,146805,HIP109427 HD210418 Gli The Peg  Baham,8.8731,21.3332,-18.5213,26.60344,0.071,1.16,3.52,1,96.54,1,33.77,2.52,-37.449,-12.49,-14.622,42.098,109427,04:21.8,04:21.8,102,lower leg,Peg
145009,145009,HIP107315 HD206778 Gli Eps Peg  Enif,72.7394,160.1361,-107.6007,3685.67065,0.991,-4.19,2.38,1,672.16,1,4.85,17.32,-21.861,0.91,-20.933,30.281,107315,04:02.6,04:02.6,102,lower leg,Peg
60751,60751,HIP8068 HD10516 Gli Phi Per,-142.2979,161.8342,-43.1781,933.20514,-0.196,-2.7,4.01,1,716.48,1,4.55,16.48,-20.414,-19.047,-8.081,29.066,8068,50:17.4,50:17.4,103,upper part,Per
65210,65210,HIP13268 HD17506 Gli Eta Per,-285.2716,246.7197,-20.929,3438.65967,1.038,-4.12,3.77,1,1231.44,2,2.45,30.61,-29.322,-24.872,-8.431,39.363,13268,51:03.4,51:03.4,103,upper part,Per
66153,66153,HIP14328 HD18925 Gli Gam Per,-61.8299,48.1898,-5.9448,328.87109,0.82,-1.57,2.91,1,256.29,1,12.72,5.58,-2.89,1.099,-1.456,3.418,14328,51:14.9,51:14.9,103,upper part,Per
67521,67521,HIP15863 HD20902 Gli Alp Per  Mirfak,-150.668,99.4661,-18.537,4916.96094,0.396,-4.5,1.79,1,591.65,1,5.51,11.98,-20.246,-22.061,-6.679,30.679,15863,51:31.2,51:31.2,103,upper part,Per
65198,65198,HIP13254 HD17584 Gli 16Per,-31.1633,20.042,-12.6579,24.40947,0.317,1.26,4.22,1,127.64,1,25.54,3.01,-41.28,-22.834,-6.689,47.646,13254,51:03.3,51:03.3,104,lower part,Per
66177,66177,HIP14354 HD19058 Gli Rho Per,-82.2301,48.2485,-29.1645,362.57526,1.609,-1.67,3.32,1,325.02,1,10.03,8.28,-78.697,-43.374,-22.421,92.613,14354,51:15.2,51:15.2,104,lower part,Per
66376,66376,HIP14576 HD19356 Gli Bet Per  Algol,-23.5669,14.1736,-7.3175,91.70573,-0.03,-0.18,2.09,1,92.77,1,35.14,2.56,-3.399,1.606,-0.979,3.885,14576,51:18.3,51:18.3,104,lower part,Per
66458,66458,HIP14668 HD19476 Gli Kap Per,-28.3364,18.3158,-6.8229,28.03546,0.902,1.11,3.79,1,112.22,1,29.05,2.27,-51.31,-9.724,-11.642,53.506,14668,51:19.3,51:19.3,104,lower part,Per
67521,67521,HIP15863 HD20902 Gli Alp Per  Mirfak,-150.668,99.4661,-18.537,4916.96094,0.396,-4.5,1.79,1,591.65,1,5.51,11.98,-20.246,-22.061,-6.679,30.679,15863,51:31.2,51:31.2,104,lower part,Per
68815,68815,HIP17358 HD22928 Gli Del Per,-139.8202,79.8063,-16.2631,1270.64172,-0.11,-3.04,3.01,1,527.51,1,6.18,13.75,-29.248,-21.889,-14.508,39.307,17358,51:43.1,51:43.1,104,lower part,Per
69855,69855,HIP18532 HD24760 Gli Eps Per,-149.939,62.5558,-28.9052,1462.36145,-0.242,-3.19,2.9,1,537.95,1,6.06,13.53,-14.419,-14.643,-7.995,22.051,18532,51:52.8,51:52.8,104,lower part,Per
